step,timestep,layer,head,source,mass,entropy
0,1.0,0,23,target,0.32216253876686096,0.9985646605491638
0,1.0,0,0,scene,0.27504611015319824,0.998792827129364
0,1.0,0,1,scene,0.2945292890071869,0.9985175728797913
0,1.0,0,2,scene,0.22654762864112854,0.9969421029090881
0,1.0,0,3,scene,0.2769456207752228,0.9986089468002319
0,1.0,0,4,scene,0.2920522093772888,0.997006893157959
0,1.0,0,5,scene,0.11076337099075317,0.9800575971603394
0,1.0,0,6,scene,0.2720733880996704,0.9975990056991577
0,1.0,0,7,scene,0.2819772958755493,0.9978997707366943
0,1.0,0,8,scene,0.3024095296859741,0.9993372559547424
0,1.0,0,9,scene,0.3040132224559784,0.9992467761039734
0,1.0,0,10,scene,0.1757407784461975,0.985415518283844
0,1.0,0,11,scene,0.3006630837917328,0.9996703863143921
0,1.0,0,12,scene,0.28186264634132385,0.9994565844535828
0,1.0,0,13,scene,0.2951924502849579,0.9958282709121704
0,1.0,0,14,scene,0.29189398884773254,0.996369481086731
0,1.0,0,15,scene,0.2948985695838928,0.998844563961029
0,1.0,0,16,scene,0.314206600189209,0.9989399313926697
0,1.0,0,17,scene,0.297665536403656,0.9992507100105286
0,1.0,0,18,scene,0.2853144705295563,0.9997047185897827
0,1.0,0,19,scene,0.25567370653152466,0.9971991777420044
0,1.0,0,20,scene,0.12430623173713684,0.9303320050239563
0,1.0,0,21,scene,0.25841057300567627,0.9983523488044739
0,1.0,0,22,scene,0.2656348943710327,0.9990590810775757
0,1.0,0,23,scene,0.2839028835296631,0.9982720017433167
0,1.0,0,0,reference,0.38611483573913574,0.9987995028495789
0,1.0,0,1,reference,0.33314865827560425,0.9973602890968323
0,1.0,0,2,reference,0.40265631675720215,0.9987474679946899
0,1.0,0,3,reference,0.37608155608177185,0.9993481636047363
0,1.0,0,4,reference,0.3466799259185791,0.9944344758987427
0,1.0,0,5,reference,0.031900499016046524,0.9832005500793457
0,1.0,0,6,reference,0.43031471967697144,0.9992698431015015
0,1.0,0,7,reference,0.42460042238235474,0.9990360736846924
0,1.0,0,8,reference,0.3645288348197937,0.9995412826538086
0,1.0,0,9,reference,0.3559882938861847,0.9992998838424683
0,1.0,0,10,reference,0.553064227104187,0.994673490524292
0,1.0,0,11,reference,0.3534473776817322,0.9996629953384399
0,1.0,0,12,reference,0.362562894821167,0.999677836894989
0,1.0,0,13,reference,0.40805888175964355,0.9974625706672668
0,1.0,0,14,reference,0.2987985908985138,0.996330201625824
0,1.0,0,15,reference,0.3416753113269806,0.9993051886558533
0,1.0,0,16,reference,0.370640367269516,0.999247133731842
0,1.0,0,17,reference,0.3438681662082672,0.9990891218185425
0,1.0,0,18,reference,0.355368047952652,0.9997081756591797
0,1.0,0,19,reference,0.42267370223999023,0.9989936351776123
0,1.0,0,20,reference,0.44323641061782837,0.9891797304153442
0,1.0,0,21,reference,0.273554265499115,0.9974368810653687
0,1.0,0,22,reference,0.3478096127510071,0.999040961265564
0,1.0,0,23,reference,0.384977251291275,0.9991713762283325
0,1.0,1,0,text,0.028522636741399765,0.8409813642501831
0,1.0,1,1,text,0.015454301610589027,0.9827023148536682
0,1.0,1,2,text,0.003526667132973671,0.9069036841392517
0,1.0,1,3,text,0.01613970287144184,0.9896382689476013
0,1.0,1,4,text,0.0019368615467101336,0.9938800930976868
0,1.0,1,5,text,0.013508926145732403,0.8732836246490479
0,1.0,1,6,text,0.0009690697770565748,0.9857683181762695
0,1.0,1,7,text,0.35654449462890625,0.8865765333175659
0,1.0,1,8,text,0.0017389593413099647,0.9897695183753967
0,1.0,1,9,text,0.07563129812479019,0.9740968942642212
0,1.0,1,10,text,0.0012137936428189278,0.9882954359054565
0,1.0,1,11,text,0.0032729238737374544,0.9371001720428467
0,1.0,1,12,text,0.04128756746649742,0.9351937174797058
0,1.0,1,13,text,0.003770171431824565,0.9168874621391296
0,1.0,1,14,text,0.006749800406396389,0.9099474549293518
0,1.0,1,15,text,0.0023086126893758774,0.9936180114746094
0,1.0,1,16,text,0.012061762623488903,0.9807157516479492
0,1.0,1,17,text,0.018686773255467415,0.9582361578941345
0,1.0,1,18,text,0.0023264021147042513,0.8686951398849487
0,1.0,1,19,text,0.0005939989350736141,0.9870795607566833
0,1.0,1,20,text,0.002844299888238311,0.7088988423347473
0,1.0,1,21,text,0.011319117620587349,0.8802751898765564
0,1.0,1,22,text,0.0027383100241422653,0.995166540145874
0,1.0,1,23,text,0.016667094081640244,0.984693169593811
0,1.0,1,0,target,0.7522934675216675,0.9699923396110535
0,1.0,1,1,target,0.8899610638618469,0.8678499460220337
0,1.0,1,2,target,0.9174407720565796,0.9674143195152283
0,1.0,1,3,target,0.9377723932266235,0.6498178839683533
0,1.0,1,4,target,0.9883163571357727,0.6099783778190613
0,1.0,1,5,target,0.87534499168396,0.9957473874092102
0,1.0,1,6,target,0.9943389296531677,0.9998317956924438
0,1.0,1,7,target,0.53983074426651,0.976205050945282
0,1.0,1,8,target,0.987687349319458,0.6903024315834045
0,1.0,1,9,target,0.6550334692001343,0.9812953472137451
0,1.0,1,10,target,0.9915801286697388,0.6713223457336426
0,1.0,1,11,target,0.8978832364082336,0.8570411205291748
0,1.0,1,12,target,0.7321741580963135,0.9781970977783203
0,1.0,1,13,target,0.9892132878303528,0.9791603088378906
0,1.0,1,14,target,0.8657281994819641,0.9927345514297485
0,1.0,1,15,target,0.9891380667686462,0.6598586440086365
0,1.0,1,16,target,0.9181920886039734,0.9989725947380066
0,1.0,1,17,target,0.8573956489562988,0.9618719220161438
0,1.0,1,18,target,0.96136075258255,0.8223142623901367
0,1.0,1,19,target,0.990311324596405,0.9998621940612793
0,1.0,1,20,target,0.8409484624862671,0.9862675070762634
0,1.0,1,21,target,0.8193426132202148,0.8899588584899902
0,1.0,1,22,target,0.9869782328605652,0.9983969926834106
0,1.0,1,23,target,0.8630990386009216,0.9734847545623779
0,1.0,1,0,scene,0.09538135677576065,0.9737392067909241
0,1.0,1,1,scene,0.043066974729299545,0.9465248584747314
0,1.0,1,2,scene,0.029767684638500214,0.9850406050682068
0,1.0,1,3,scene,0.026820741593837738,0.8142326474189758
0,1.0,1,4,scene,0.00478846812620759,0.9676237106323242
0,1.0,1,5,scene,0.0468655601143837,0.9940947890281677
0,1.0,1,6,scene,0.0019137854687869549,0.9990277290344238
0,1.0,1,7,scene,0.03520742803812027,0.9867145419120789
0,1.0,1,8,scene,0.0046921526081860065,0.9636101126670837
0,1.0,1,9,scene,0.11934331059455872,0.9838261604309082
0,1.0,1,10,scene,0.003427991410717368,0.9728620052337646
0,1.0,1,11,scene,0.03584585711359978,0.9736604690551758
0,1.0,1,12,scene,0.12345433235168457,0.9772096872329712
0,1.0,1,13,scene,0.003301127813756466,0.9961195588111877
0,1.0,1,14,scene,0.06414000689983368,0.9855268597602844
0,1.0,1,15,scene,0.003997920546680689,0.9683214426040649
0,1.0,1,16,scene,0.023445313796401024,0.9956453442573547
0,1.0,1,17,scene,0.04980814456939697,0.9740169644355774
0,1.0,1,18,scene,0.013011690229177475,0.9699697494506836
0,1.0,1,19,scene,0.003744355170056224,0.9993523955345154
0,1.0,1,20,scene,0.06962092220783234,0.9906870126724243
0,1.0,1,21,scene,0.05408851057291031,0.9452645182609558
0,1.0,1,22,scene,0.004169289022684097,0.9987747073173523
0,1.0,1,23,scene,0.06307479739189148,0.9663585424423218
0,1.0,1,0,reference,0.1238025352358818,0.9724763035774231
0,1.0,1,1,reference,0.051517728716135025,0.9474712014198303
0,1.0,1,2,reference,0.04926491156220436,0.9853212833404541
0,1.0,1,3,reference,0.019267059862613678,0.810852587223053
0,1.0,1,4,reference,0.004958262667059898,0.9756844639778137
0,1.0,1,5,reference,0.06428055465221405,0.9936127066612244
0,1.0,1,6,reference,0.0027780928649008274,0.999406099319458
0,1.0,1,7,reference,0.06841731816530228,0.9896249771118164
0,1.0,1,8,reference,0.005881513003259897,0.9650291800498962
0,1.0,1,9,reference,0.149991974234581,0.9667726755142212
0,1.0,1,10,reference,0.0037780029233545065,0.9773861169815063
0,1.0,1,11,reference,0.06299800425767899,0.9629733562469482
0,1.0,1,12,reference,0.10308393090963364,0.9801151752471924
0,1.0,1,13,reference,0.0037153540179133415,0.995124101638794
0,1.0,1,14,reference,0.06338198482990265,0.9924755692481995
0,1.0,1,15,reference,0.00455532968044281,0.9779712557792664
0,1.0,1,16,reference,0.046300794929265976,0.9909416437149048
0,1.0,1,17,reference,0.07410956174135208,0.9789838790893555
0,1.0,1,18,reference,0.02330111712217331,0.9696364402770996
0,1.0,1,19,reference,0.005350418854504824,0.9983183741569519
0,1.0,1,20,reference,0.08658625185489655,0.9940510988235474
0,1.0,1,21,reference,0.11524981260299683,0.9093131422996521
0,1.0,1,22,reference,0.006114022806286812,0.9990357756614685
0,1.0,1,23,reference,0.05715905874967575,0.9587871432304382
0,1.0,2,0,text,0.001351477694697678,0.9856882691383362
0,1.0,2,1,text,0.07321777194738388,0.9418623447418213
0,1.0,2,2,text,0.06934256851673126,0.994640052318573
0,1.0,2,3,text,0.029056983068585396,0.9701165556907654
0,1.0,2,4,text,0.2292540818452835,0.9690818190574646
0,1.0,2,5,text,0.1469680517911911,0.8653764724731445
0,1.0,2,6,text,0.00830153189599514,0.7640616297721863
0,1.0,2,7,text,0.15195845067501068,0.9863495826721191
0,1.0,2,8,text,0.03731267899274826,0.9047529697418213
0,1.0,2,9,text,0.016576524823904037,0.7325453162193298
0,1.0,2,10,text,0.036495570093393326,0.9900110363960266
0,1.0,2,11,text,0.01648145355284214,0.7323564291000366
0,1.0,2,12,text,0.0019672971684485674,0.9788190126419067
0,1.0,2,13,text,0.01440843939781189,0.9164088368415833
0,1.0,2,14,text,0.00014257285511121154,0.9794349670410156
0,1.0,2,15,text,0.024380050599575043,0.9976646900177002
0,1.0,2,16,text,0.15217863023281097,0.9894283413887024
0,1.0,2,17,text,0.1894361972808838,0.9875158071517944
0,1.0,2,18,text,0.0036293126177042723,0.9674714207649231
0,1.0,2,19,text,0.015493559651076794,0.948438286781311
0,1.0,2,20,text,0.15236343443393707,0.9750053882598877
0,1.0,2,21,text,0.00015717989299446344,0.9908390045166016
0,1.0,2,22,text,0.08657026290893555,0.9873098731040955
0,1.0,2,23,text,0.01900656521320343,0.8950942754745483
0,1.0,2,0,target,0.9767948389053345,0.508309543132782
0,1.0,2,1,target,0.8662388324737549,0.9551412463188171
0,1.0,2,2,target,0.9061028361320496,0.7325629591941833
0,1.0,2,3,target,0.728164553642273,0.9480451941490173
0,1.0,2,4,target,0.7232818007469177,0.9599536657333374
0,1.0,2,5,target,0.8089794516563416,0.9275286793708801
0,1.0,2,6,target,0.6813294291496277,0.9626074433326721
0,1.0,2,7,target,0.7442537546157837,0.9038135409355164
0,1.0,2,8,target,0.9106354117393494,0.9063292145729065
0,1.0,2,9,target,0.9733980298042297,0.17188963294029236
0,1.0,2,10,target,0.8098563551902771,0.7756131887435913
0,1.0,2,11,target,0.9780936241149902,0.1524585634469986
0,1.0,2,12,target,0.9700518846511841,0.43808072805404663
0,1.0,2,13,target,0.7712026238441467,0.8688953518867493
0,1.0,2,14,target,0.994436502456665,0.5314328670501709
0,1.0,2,15,target,0.9642597436904907,0.3053440451622009
0,1.0,2,16,target,0.4588437080383301,0.9930426478385925
0,1.0,2,17,target,0.7209770083427429,0.9589370489120483
0,1.0,2,18,target,0.9630632996559143,0.9996024966239929
0,1.0,2,19,target,0.9794830679893494,0.16436079144477844
0,1.0,2,20,target,0.7512401342391968,0.9644209146499634
0,1.0,2,21,target,0.9922279119491577,0.5095589756965637
0,1.0,2,22,target,0.8210704326629639,0.9593875408172607
0,1.0,2,23,target,0.9206153154373169,0.9445452094078064
0,1.0,2,0,scene,0.013506883755326271,0.668590247631073
0,1.0,2,1,scene,0.03160950541496277,0.9247552156448364
0,1.0,2,2,scene,0.012870505452156067,0.9084568619728088
0,1.0,2,3,scene,0.12540122866630554,0.9772221446037292
0,1.0,2,4,scene,0.02144654467701912,0.967015266418457
0,1.0,2,5,scene,0.018067428842186928,0.9454113245010376
0,1.0,2,6,scene,0.1776612401008606,0.940075159072876
0,1.0,2,7,scene,0.05559856444597244,0.9355695843696594
0,1.0,2,8,scene,0.021277206018567085,0.9227935075759888
0,1.0,2,9,scene,0.006860802881419659,0.4261308014392853
0,1.0,2,10,scene,0.07297820597887039,0.8854336142539978
0,1.0,2,11,scene,0.003256651572883129,0.3499986529350281
0,1.0,2,12,scene,0.018604185432195663,0.6046779155731201
0,1.0,2,13,scene,0.12866194546222687,0.9371715188026428
0,1.0,2,14,scene,0.0032136617228388786,0.6956232786178589
0,1.0,2,15,scene,0.006773791741579771,0.5987909436225891
0,1.0,2,16,scene,0.2535834312438965,0.9906125068664551
0,1.0,2,17,scene,0.041164275258779526,0.9623043537139893
0,1.0,2,18,scene,0.01793546974658966,0.9951427578926086
0,1.0,2,19,scene,0.0028000592719763517,0.3246921896934509
0,1.0,2,20,scene,0.05800570175051689,0.9434311985969543
0,1.0,2,21,scene,0.005173909477889538,0.6471477746963501
0,1.0,2,22,scene,0.050728511065244675,0.9703782796859741
0,1.0,2,23,scene,0.026802586391568184,0.9205405116081238
0,1.0,2,0,reference,0.00834681373089552,0.7133561372756958
0,1.0,2,1,reference,0.028933942317962646,0.8300603032112122
0,1.0,2,2,reference,0.011684051714837551,0.8819106817245483
0,1.0,2,3,reference,0.1173771321773529,0.9692256450653076
0,1.0,2,4,reference,0.026017580181360245,0.9174097180366516
0,1.0,2,5,reference,0.025984959676861763,0.9423503875732422
0,1.0,2,6,reference,0.1327076554298401,0.9409650564193726
0,1.0,2,7,reference,0.04818933829665184,0.9390773177146912
0,1.0,2,8,reference,0.030774759128689766,0.9115645289421082
0,1.0,2,9,reference,0.003164666937664151,0.43774160742759705
0,1.0,2,10,reference,0.0806698277592659,0.8768175840377808
0,1.0,2,11,reference,0.0021684113889932632,0.35548973083496094
0,1.0,2,12,reference,0.009376665577292442,0.6443160772323608
0,1.0,2,13,reference,0.08572693914175034,0.9349259734153748
0,1.0,2,14,reference,0.002207243349403143,0.7017942070960999
0,1.0,2,15,reference,0.004586521070450544,0.6092174053192139
0,1.0,2,16,reference,0.13539421558380127,0.948551595211029
0,1.0,2,17,reference,0.048422593623399734,0.9671157002449036
0,1.0,2,18,reference,0.015371892601251602,0.9857492446899414
0,1.0,2,19,reference,0.002223328221589327,0.3403872847557068
0,1.0,2,20,reference,0.03839080035686493,0.917829155921936
0,1.0,2,21,reference,0.002441075164824724,0.6688124537467957
0,1.0,2,22,reference,0.041630759835243225,0.9745707511901855
0,1.0,2,23,reference,0.03357553854584694,0.8709125518798828
0,1.0,3,0,text,0.060791514813899994,0.8713996410369873
0,1.0,3,1,text,0.009710618294775486,0.9574859738349915
0,1.0,3,2,text,0.006757341790944338,0.9617303013801575
0,1.0,3,3,text,0.01549820601940155,0.2688397169113159
0,1.0,3,4,text,0.050967294722795486,0.9556836485862732
0,1.0,3,5,text,0.010292834602296352,0.8788377046585083
0,1.0,3,6,text,0.0175889041274786,0.7852809429168701
0,1.0,3,7,text,0.054679322987794876,0.8392753601074219
0,1.0,3,8,text,0.0508660189807415,0.8148954510688782
0,1.0,3,9,text,0.13645431399345398,0.8928191661834717
0,1.0,3,10,text,0.059721145778894424,0.9309129118919373
0,1.0,3,11,text,0.03998015820980072,0.9519655108451843
0,1.0,3,12,text,0.02235199511051178,0.8401039242744446
0,1.0,3,13,text,0.116604745388031,0.7453869581222534
0,1.0,3,14,text,0.007917091250419617,0.9609220027923584
0,1.0,3,15,text,0.015180457383394241,0.855815052986145
0,1.0,3,16,text,0.06300216913223267,0.996432900428772
0,1.0,3,17,text,0.008177290670573711,0.8303576707839966
0,1.0,3,18,text,0.03932354971766472,0.7929296493530273
0,1.0,3,19,text,0.0025009727105498314,0.6798279881477356
0,1.0,3,20,text,0.01945093832910061,0.9378371834754944
0,1.0,3,21,text,0.016863854601979256,0.9836955070495605
0,1.0,3,22,text,0.013567148707807064,0.6847862005233765
0,1.0,3,23,text,0.05063957720994949,0.8652524948120117
0,1.0,3,0,target,0.9183011054992676,0.9470458626747131
0,1.0,3,1,target,0.865879476070404,0.859732449054718
0,1.0,3,2,target,0.9750925302505493,0.6850008964538574
0,1.0,3,3,target,0.9554346799850464,0.07459696382284164
0,1.0,3,4,target,0.6873928904533386,0.9260919690132141
0,1.0,3,5,target,0.9763768315315247,0.9166067242622375
0,1.0,3,6,target,0.9000646471977234,0.9211793541908264
0,1.0,3,7,target,0.8191164135932922,0.8929732441902161
0,1.0,3,8,target,0.8936648368835449,0.9343838691711426
0,1.0,3,9,target,0.7139034867286682,0.8279358148574829
0,1.0,3,10,target,0.7739903330802917,0.8811579346656799
0,1.0,3,11,target,0.9343040585517883,0.8957685828208923
0,1.0,3,12,target,0.8628440499305725,0.9596485495567322
0,1.0,3,13,target,0.6619762182235718,0.8860799670219421
0,1.0,3,14,target,0.9572164416313171,0.780522882938385
0,1.0,3,15,target,0.9691000580787659,0.77724689245224
0,1.0,3,16,target,0.8295868635177612,0.6759955883026123
0,1.0,3,17,target,0.9752475023269653,0.8221777677536011
0,1.0,3,18,target,0.8966870307922363,0.9309643507003784
0,1.0,3,19,target,0.9039087295532227,0.9393007755279541
0,1.0,3,20,target,0.8759839534759521,0.9964307546615601
0,1.0,3,21,target,0.6947087645530701,0.6648597717285156
0,1.0,3,22,target,0.9503534436225891,0.07888536900281906
0,1.0,3,23,target,0.9188265204429626,0.937450110912323
0,1.0,3,0,scene,0.008653632365167141,0.908655047416687
0,1.0,3,1,scene,0.054968155920505524,0.8416053652763367
0,1.0,3,2,scene,0.007300653029233217,0.8141466379165649
0,1.0,3,3,scene,0.01274032425135374,0.2367311716079712
0,1.0,3,4,scene,0.12170811742544174,0.9506919384002686
0,1.0,3,5,scene,0.008697421289980412,0.8418936729431152
0,1.0,3,6,scene,0.017868701368570328,0.9201341867446899
0,1.0,3,7,scene,0.04024762287735939,0.9273982048034668
0,1.0,3,8,scene,0.024532951414585114,0.9300938844680786
0,1.0,3,9,scene,0.06404729932546616,0.855055570602417
0,1.0,3,10,scene,0.0728563517332077,0.8717454671859741
0,1.0,3,11,scene,0.0075000133365392685,0.8808336853981018
0,1.0,3,12,scene,0.08724898099899292,0.8994752168655396
0,1.0,3,13,scene,0.1269766092300415,0.8647211790084839
0,1.0,3,14,scene,0.02053207904100418,0.8445754051208496
0,1.0,3,15,scene,0.006399207748472691,0.8209746479988098
0,1.0,3,16,scene,0.053460706025362015,0.8270074725151062
0,1.0,3,17,scene,0.007514583878219128,0.8361300826072693
0,1.0,3,18,scene,0.026010662317276,0.9353331923484802
0,1.0,3,19,scene,0.0465146042406559,0.8605043888092041
0,1.0,3,20,scene,0.0414753332734108,0.9934399724006653
0,1.0,3,21,scene,0.16374017298221588,0.6544017791748047
0,1.0,3,22,scene,0.020794998854398727,0.26227718591690063
0,1.0,3,23,scene,0.01557901781052351,0.924515962600708
0,1.0,3,0,reference,0.012253695167601109,0.8331983089447021
0,1.0,3,1,reference,0.06944160908460617,0.7551056146621704
0,1.0,3,2,reference,0.010849572718143463,0.755340039730072
0,1.0,3,3,reference,0.0163267832249403,0.24065162241458893
0,1.0,3,4,reference,0.13993172347545624,0.9367303848266602
0,1.0,3,5,reference,0.004632823634892702,0.7964915037155151
0,1.0,3,6,reference,0.06447777152061462,0.9065340757369995
0,1.0,3,7,reference,0.08595658838748932,0.9360907673835754
0,1.0,3,8,reference,0.030936192721128464,0.9133967161178589
0,1.0,3,9,reference,0.08559481799602509,0.8564624786376953
0,1.0,3,10,reference,0.09343224763870239,0.8265848159790039
0,1.0,3,11,reference,0.01821576990187168,0.8871155381202698
0,1.0,3,12,reference,0.02755494974553585,0.8030756115913391
0,1.0,3,13,reference,0.09444235265254974,0.797153115272522
0,1.0,3,14,reference,0.014334333129227161,0.8199572563171387
0,1.0,3,15,reference,0.009320230223238468,0.7570613622665405
0,1.0,3,16,reference,0.053950320929288864,0.7808116674423218
0,1.0,3,17,reference,0.009060822427272797,0.775661289691925
0,1.0,3,18,reference,0.037978801876306534,0.8558198809623718
0,1.0,3,19,reference,0.04707567021250725,0.7978418469429016
0,1.0,3,20,reference,0.06308982521295547,0.995269775390625
0,1.0,3,21,reference,0.12468726933002472,0.5944225788116455
0,1.0,3,22,reference,0.015284520573914051,0.27625346183776855
0,1.0,3,23,reference,0.01495490875095129,0.8830558061599731
0,1.0,4,0,text,0.07464735209941864,0.8211854100227356
0,1.0,4,1,text,0.01344981323927641,0.9617093801498413
0,1.0,4,2,text,0.002946385182440281,0.8823392391204834
0,1.0,4,3,text,0.005087926518172026,0.9812750816345215
0,1.0,4,4,text,0.07765078544616699,0.8900417685508728
0,1.0,4,5,text,0.0339762344956398,0.5835380554199219
0,1.0,4,6,text,0.08605627715587616,0.9779373407363892
0,1.0,4,7,text,0.04381268471479416,0.873210072517395
0,1.0,4,8,text,0.0010621432447806,0.9897284507751465
0,1.0,4,9,text,0.060074687004089355,0.9664004445075989
0,1.0,4,10,text,0.0022886234801262617,0.9894207715988159
0,1.0,4,11,text,0.025207290425896645,0.7096002697944641
0,1.0,4,12,text,0.07695505768060684,0.9357014894485474
0,1.0,4,13,text,0.02975854091346264,0.8511137962341309
0,1.0,4,14,text,0.00030419157701544464,0.9942787885665894
0,1.0,4,15,text,0.0030319206416606903,0.9842245578765869
0,1.0,4,16,text,0.004736084956675768,0.9912831783294678
0,1.0,4,17,text,0.00112008152063936,0.9875350594520569
0,1.0,4,18,text,0.032471511512994766,0.9749189019203186
0,1.0,4,19,text,0.04245765879750252,0.7810449004173279
0,1.0,4,20,text,0.006859826855361462,0.9728601574897766
0,1.0,4,21,text,0.015368369407951832,0.9875786900520325
0,1.0,4,22,text,0.013037932105362415,0.9861100912094116
0,1.0,4,23,text,0.0154047766700387,0.9870155453681946
0,1.0,4,0,target,0.8825086951255798,0.9569058418273926
0,1.0,4,1,target,0.5948077440261841,0.636375367641449
0,1.0,4,2,target,0.9515397548675537,0.8238053321838379
0,1.0,4,3,target,0.822100043296814,0.557332456111908
0,1.0,4,4,target,0.6175113916397095,0.9087505340576172
0,1.0,4,5,target,0.7432926297187805,0.9079416394233704
0,1.0,4,6,target,0.8983086347579956,0.9917512536048889
0,1.0,4,7,target,0.6187617182731628,0.8938151597976685
0,1.0,4,8,target,0.511751651763916,0.5213018655776978
0,1.0,4,9,target,0.708314061164856,0.9035738706588745
0,1.0,4,10,target,0.8498873114585876,0.4294480085372925
0,1.0,4,11,target,0.6717201471328735,0.9168601632118225
0,1.0,4,12,target,0.7754082083702087,0.8058306574821472
0,1.0,4,13,target,0.4479394555091858,0.8975348472595215
0,1.0,4,14,target,0.7147861123085022,0.506216824054718
0,1.0,4,15,target,0.8092666268348694,0.5960099101066589
0,1.0,4,16,target,0.9283704161643982,0.429980605840683
0,1.0,4,17,target,0.9465264081954956,0.24987006187438965
0,1.0,4,18,target,0.5211718082427979,0.6880565881729126
0,1.0,4,19,target,0.9180247783660889,0.8594350814819336
0,1.0,4,20,target,0.9423332810401917,0.04812813550233841
0,1.0,4,21,target,0.9545744061470032,0.04016820341348648
0,1.0,4,22,target,0.7185068726539612,0.5132601261138916
0,1.0,4,23,target,0.9437335133552551,0.0597386471927166
0,1.0,4,0,scene,0.016282379627227783,0.9263922572135925
0,1.0,4,1,scene,0.21247440576553345,0.6356942057609558
0,1.0,4,2,scene,0.016545714810490608,0.9165692329406738
0,1.0,4,3,scene,0.07513392716646194,0.6085491180419922
0,1.0,4,4,scene,0.1556817889213562,0.8605440855026245
0,1.0,4,5,scene,0.09673207253217697,0.9159958362579346
0,1.0,4,6,scene,0.005892142653465271,0.9844567775726318
0,1.0,4,7,scene,0.23055694997310638,0.7999640107154846
0,1.0,4,8,scene,0.21517981588840485,0.5344074964523315
0,1.0,4,9,scene,0.15709909796714783,0.8656888604164124
0,1.0,4,10,scene,0.05644945800304413,0.44913193583488464
0,1.0,4,11,scene,0.11994223296642303,0.921410083770752
0,1.0,4,12,scene,0.06861254572868347,0.7779971361160278
0,1.0,4,13,scene,0.05758855864405632,0.8124393820762634
0,1.0,4,14,scene,0.13248319923877716,0.524067759513855
0,1.0,4,15,scene,0.11653751134872437,0.6178520321846008
0,1.0,4,16,scene,0.030916878953576088,0.5155435800552368
0,1.0,4,17,scene,0.02702467143535614,0.41383612155914307
0,1.0,4,18,scene,0.11933315545320511,0.7029582262039185
0,1.0,4,19,scene,0.018171686679124832,0.8275600671768188
0,1.0,4,20,scene,0.028837520629167557,0.5474214553833008
0,1.0,4,21,scene,0.016533438116312027,0.5924737453460693
0,1.0,4,22,scene,0.13977518677711487,0.5951063632965088
0,1.0,4,23,scene,0.02254313789308071,0.6029812097549438
0,1.0,4,0,reference,0.026561524718999863,0.8873537182807922
0,1.0,4,1,reference,0.1792679727077484,0.6170555353164673
0,1.0,4,2,reference,0.028968261554837227,0.932409942150116
